year,seat,candidate,party,candidatevotes
2018,MD01,JENICA MARTIN,LIBERTARIAN,5744
2018,MD01,JESSE COLVIN,DEMOCRAT,116631
2018,MD01,WRITEIN,,95
2018,MD02,CA DUTCH RUPPERSBERGER,DEMOCRAT,167201
2018,MD02,GUY MIMOUN,GREEN,2904
2018,MD02,LIZ MATORY,REPUBLICAN,77782
2018,MD02,MICHAEL CARNEY,LIBERTARIAN,5215
2018,MD02,WRITEIN,,200
2018,MD03,CHARLES ANTHONY,REPUBLICAN,82774
2018,MD03,DAVID LASHAR,LIBERTARIAN,7476
2018,MD03,JOHN SARBANES,DEMOCRAT,202407
2018,MD03,WRITEIN,,223
2018,MD04,ANTHONY G BROWN,DEMOCRAT,209642
2018,MD04,DAVE BISHOP,LIBERTARIAN,5326
2018,MD04,GEORGE MCDERMOTT,REPUBLICAN,53327
2018,MD04,WRITEIN,,288
2018,MD05,JACOB PULCHER,LIBERTARIAN,3592
2018,MD05,PATRICK J ELDER,GREEN,4082
2018,MD05,STENY H HOYER,DEMOCRAT,213796
2018,MD05,WILLIAM A DEVINE III,REPUBLICAN,82361
2018,MD05,WRITEIN,,378
2018,MD06,AMIE HOEBER,REPUBLICAN,105209
2018,MD06,DAVID TRONE,DEMOCRAT,163346
2018,MD06,GEORGE GLUCK,GREEN,3275
2018,MD06,KEVIN T CALDWELL,LIBERTARIAN,4972
2018,MD06,WRITEIN,,172
2018,MD07,DAVID R GRIGGS,LIBERTARIAN,5827
2018,MD07,ELIJAH CUMMINGS,DEMOCRAT,202345
2018,MD07,RICHMOND DAVIS,REPUBLICAN,56266
2018,MD07,WRITEIN,,272
2018,MD08,JAMIE RASKIN,DEMOCRAT,217679
2018,MD08,JASEN WUNDER,LIBERTARIAN,4853
2018,MD08,JOHN WALSH,REPUBLICAN,96525
2018,MD08,WRITEIN,,273
2018,MA01,RICHARD E NEAL,DEMOCRAT,211790
2018,MA01,WRITEIN,,5110
2018,MA02,JAMES P MCGOVERN,DEMOCRAT,191332
2018,MA02,TRACY LYN LOVVORN,REPUBLICAN,93391
2018,MA02,WRITEIN,,170
2018,MA03,LORI LOUREIRO TRAHAN,DEMOCRAT,173175
2018,MA03,MICHAEL P MULLEN,UNENROLLED,12572
2018,MA03,RICK GREEN,REPUBLICAN,93445
2018,MA03,WRITEIN,,135
2018,MA04,JOSEPH P KENNEDY III,DEMOCRAT,245289
2018,MA04,WRITEIN,,5727
2018,MA05,JOHN HUGO,REPUBLICAN,74856
2018,MA05,KATHERINE M CLARK,DEMOCRAT,236243
2018,MA05,WRITEIN,,225
2018,MA06,JOSEPH S SCHNEIDER,REPUBLICAN,104798
2018,MA06,MARY JEAN CHARBONNEAU,UNENROLLED,11309
2018,MA06,SETH W MOULTON,DEMOCRAT,217703
2018,MA06,WRITEIN,,165
2018,MA07,AYANNA S PRESSLEY,DEMOCRAT,216559
2018,MA07,WRITEIN,,3852
2018,MA08,STEPHEN F LYNCH,DEMOCRAT,259159
2018,MA08,WRITEIN,,4148
2018,MA09,BILL KEATING,DEMOCRAT,192347
2018,MA09,PETER D TEDESCHI,REPUBLICAN,131463
2018,MA09,WRITEIN,,118
2018,MI01,JACK BERGMAN,REPUBLICAN,187251
2018,MI01,MATTHEW W MORGAN,DEMOCRAT,145246
2018,MI02,BILL HUIZENGA,REPUBLICAN,168970
2018,MI02,ROB DAVIDSON,DEMOCRAT,131254
2018,MI02,RONALD E GRAESER,US TAXPAYERS,5239
2018,MI03,CATHY ALBRO,DEMOCRAT,134185
2018,MI03,JUSTIN AMASH,REPUBLICAN,169107
2018,MI03,TED GERRARD,US TAXPAYERS,7445
2018,MI03,WRITEIN,,3
2018,MI04,JERRY HILLIARD,DEMOCRAT,106540
2018,MI04,JOHN MOOLENAAR,REPUBLICAN,178510
2018,MI05,DANIEL T KILDEE,DEMOCRAT,164502
2018,MI05,KATHY GOODWIN,WORKING CLASS,12646
2018,MI05,TRAVIS WINES,REPUBLICAN,99265
2018,MI06,FRED UPTON,REPUBLICAN,147436
2018,MI06,MATT LONGJOHN,DEMOCRAT,134082
2018,MI06,STEPHEN J YOUNG,US TAXPAYERS,11920
2018,MI07,GRETCHEN DRISKELL,DEMOCRAT,136330
2018,MI07,TIM WALBERG,REPUBLICAN,158730
2018,MI08,BRIAN ELLISON,LIBERTARIAN,6302
2018,MI08,DAVID J LILLIS,US TAXPAYERS,2629
2018,MI08,ELISSA SLOTKIN,DEMOCRAT,172880
2018,MI08,MIKE BISHOP,REPUBLICAN,159782
2018,MI09,ANDREA KIRBY,WORKING CLASS,6797
2018,MI09,ANDY LEVIN,DEMOCRAT,181734
2018,MI09,CANDIUS STEARNS,REPUBLICAN,112123
2018,MI09,JOHN V MCDERMOTT,GREEN,3909
2018,MI10,HARLEY MIKKELSON,GREEN,2851
2018,MI10,JEREMY PERUSKI,NO  AFFILIATION,11344
2018,MI10,KIMBERLY BIZON,DEMOCRAT,106061
2018,MI10,PAUL MITCHELL,REPUBLICAN,182808
2018,MI11,COOPER NYE,NO  AFFILIATION,4727
2018,MI11,HALEY STEVENS,DEMOCRAT,181912
2018,MI11,LENA EPSTEIN,REPUBLICAN,158463
2018,MI11,LEONARD SCHWARTZ,LIBERTARIAN,5799
2018,MI12,DEBBIE DINGELL,DEMOCRAT,200588
2018,MI12,GARY WALKOWICZ,WORKING CLASS,6712
2018,MI12,JEFF JONES,REPUBLICAN,85115
2018,MI12,NILES NIEMUTH,NO  AFFILIATION,2213
2018,MI13,D ETTA WILCOXON,GREEN,7980
2018,MI13,RASHIDA TLAIB,DEMOCRAT,165355
2018,MI13,SAM JOHNSON,WORKING CLASS,22186
2018,MI13,WRITEIN,,778
2018,MI14,BRENDA LAWRENCE,DEMOCRAT,214334
2018,MI14,MARC S HERSCHFUS,REPUBLICAN,45899
2018,MI14,PHILIP KOLODY,WORKING CLASS,4761
2018,MN01,DAN FEEHAN,DEMOCRATIC-FARMER-LABOR,144885
2018,MN01,JIM HAGEDORN,REPUBLICAN,146200
2018,MN01,WRITEIN,,576
2018,MN02,ANGIE CRAIG,DEMOCRATIC-FARMER-LABOR,177958
2018,MN02,JASON LEWIS,REPUBLICAN,159344
2018,MN02,WRITEIN,,666
2018,MN03,DEAN PHILLIPS,DEMOCRATIC-FARMER-LABOR,202404
2018,MN03,ERIK PAULSEN,REPUBLICAN,160839
2018,MN03,WRITEIN,,706
2018,MN04,BETTY MCCOLLUM,DEMOCRATIC-FARMER-LABOR,216865
2018,MN04,GREG RYAN,REPUBLICAN,97747
2018,MN04,SUSAN PENDERGAST SINDT,LEGAL MARIJUANA NOW,13776
2018,MN04,WRITEIN,,226
2018,MN05,ILHAN OMAR,DEMOCRATIC-FARMER-LABOR,267703
2018,MN05,JENNIFER ZIELINSKI,REPUBLICAN,74440
2018,MN05,WRITEIN,,1215
2018,MN06,IAN TODD,DEMOCRATIC-FARMER-LABOR,122332
2018,MN06,TOM EMMER,REPUBLICAN,192931
2018,MN06,WRITEIN,,463
2018,MN07,COLLIN C PETERSON,DEMOCRATIC-FARMER-LABOR,146672
2018,MN07,DAVE HUGHES,REPUBLICAN,134668
2018,MN07,WRITEIN,,169
2018,MN08,JOE RADINOVICH,DEMOCRATIC-FARMER-LABOR,141950
2018,MN08,PETE STAUBER,REPUBLICAN,159364
2018,MN08,RAY SKIP SANDMAN,INDEPENDENCE,12741
2018,MN08,WRITEIN,,156
2018,MS01,RANDY MACK WADKINS,DEMOCRAT,76601
2018,MS01,TRACELLA LOU O'HARA HILL,REFORM,1675
2018,MS01,TRENT KELLY,REPUBLICAN,158245
2018,MS02,BENNIE G THOMPSON,DEMOCRAT,158921
2018,MS02,IRVING HARRIS,REFORM,14354
2018,MS02,TROY RAY,INDEPENDENT,48104
2018,MS03,MATTHEW HOLLAND,REFORM,2526
2018,MS03,MICHAEL GUEST,REPUBLICAN,160284
2018,MS03,MICHAEL TED EVANS,DEMOCRAT,94461
2018,MS04,JERAMEY ANDERSON,DEMOCRAT,68787
2018,MS04,LAJENA SHEETS,REFORM,2312
2018,MS04,STEVEN PALAZZO,REPUBLICAN,152633
2018,MO01,LACY CLAY,DEMOCRAT,219781
2018,MO01,ROBB CUNNINGHAM,LIBERTARIAN,8727
2018,MO01,ROBERT VROMAN,REPUBLICAN,45867
2018,MO02,ANN WAGNER,REPUBLICAN,192477
2018,MO02,CORT VANOSTRAN,DEMOCRAT,177611
2018,MO02,DAVID JUSTUS ARNOLD,GREEN,1740
2018,MO02,LARRY A KIRK,LIBERTARIAN,4229
2018,MO02,WRITEIN,,9
2018,MO03,BLAINE LUETKEMEYER,REPUBLICAN,211243
2018,MO03,DONALD V STOLLE,LIBERTARIAN,6776
2018,MO03,KATY GEPPERT,DEMOCRAT,106589
2018,MO04,MARK BLISS,LIBERTARIAN,7210
2018,MO04,RENEE HOAGENSON,DEMOCRAT,95968
2018,MO04,VICKY HARTZLER,REPUBLICAN,190138
2018,MO05,ALEXANDER HOWELL,LIBERTARIAN,4725
2018,MO05,EC FREDLAND,CONSTITUTION,876
2018,MO05,EMANUEL CLEAVER II,DEMOCRAT,175019
2018,MO05,JACOB TURK,REPUBLICAN,101069
2018,MO05,MAURICE COPELAND,GREEN,2091
2018,MO05,WRITEIN,,5
2018,MO06,DAN HOGAN,LIBERTARIAN,7953
2018,MO06,HENRY ROBERT MARTIN,DEMOCRAT,97660
2018,MO06,SAM GRAVES,REPUBLICAN,199796
2018,MO07,BENJAMIN T BRIXEY,LIBERTARIAN,10920
2018,MO07,BILLY LONG,REPUBLICAN,196343
2018,MO07,JAMIE DANIEL SCHOOLCRAFT,DEMOCRAT,89190
2018,MO07,WRITEIN,,2
2018,MO08,JASON SMITH,REPUBLICAN,194042
2018,MO08,JONATHAN L SHELL,LIBERTARIAN,4206
2018,MO08,KATHY ELLIS,DEMOCRAT,66151
2018,MT01,ELINOR SWANSON,LIBERTARIAN,14476
2018,MT01,GREG GIANFORTE,REPUBLICAN,256661
2018,MT01,KATHLEEN WILLIAMS,DEMOCRAT,233284
2018,NE01,JEFF FORTENBERRY,REPUBLICAN,141712
2018,NE01,JESSICA MCCLURE,DEMOCRAT,93069
2018,NE02,DON BACON,REPUBLICAN,126715
2018,NE02,KARA EASTMAN,DEMOCRAT,121770
2018,NE03,ADRIAN SMITH,REPUBLICAN,163650
2018,NE03,PAUL THEOBALD,DEMOCRAT,49654
2018,NV01,DAN GARFIELD,INDEPENDENT AMERICAN,2454
2018,NV01,DINA TITUS,DEMOCRAT,100707
2018,NV01,JOYCE BENTLEY,REPUBLICAN,46978
2018,NV01,ROBERT STRAWDER,LIBERTARIAN,2062
2018,NV02,CLINT KOBLE,DEMOCRAT,120102
2018,NV02,MARK E AMODEI,REPUBLICAN,167435
2018,NV03,DANNY TARKANIAN,REPUBLICAN,122566
2018,NV03,DAVID GOOSEEN,INDEPENDENT,3627
2018,NV03,GIL EISNER,INDEPENDENT,1887
2018,NV03,HARRY L VICKERS,INDEPENDENT AMERICAN,3481
2018,NV03,STEVE BROWN,LIBERTARIAN,4555
2018,NV03,SUSIE LEE,DEMOCRAT,148501
2018,NV03,TONY GUMINA,INDEPENDENT,1551
2018,NV04,CRESENT HARDY,REPUBLICAN,102748
2018,NV04,DEAN MCGONIGLE,INDEPENDENT,2032
2018,NV04,GREGG LUCKNER,LIBERTARIAN,2213
2018,NV04,RODNEY SMITH,INDEPENDENT,2733
2018,NV04,STEVEN A HORSFORD,DEMOCRAT,121962
2018,NV04,WARREN ROSS MARKOWITZ,INDEPENDENT AMERICAN,3180
2018,NH01,CHRIS PAPPAS,DEMOCRAT,155884
2018,NH01,DAN BELFORTI,LIBERTARIAN,4048
2018,NH01,EDDIE EDWARDS,REPUBLICAN,130996
2018,NH01,WRITEIN,,111
2018,NH02,ANNE MCLANE KUSTER,DEMOCRAT,155358
2018,NH02,JUSTIN O'DONNELL,LIBERTARIAN,6206
2018,NH02,STEVEN NEGRON,REPUBLICAN,117990
2018,NH02,WRITEIN,,151
2018,NJ01,DONALD W NORCROSS,DEMOCRAT,169628
2018,NJ01,MOHAMMAD KABIR,YOUR VOICE HARD,984
2018,NJ01,PAUL E DILKS,REPUBLICAN,87617
2018,NJ01,PAUL HAMLIN,WE DESERVE BETTER,2368
2018,NJ01,ROBERT SHAPIRO,LIBERTARIAN,2821
2018,NJ02,ANTHONY PARISI SANCHEZ,CANNOT BE BOUGHT,1064
2018,NJ02,JEFF VAN DREW,DEMOCRAT,136685
2018,NJ02,JOHN ORDILLE,LIBERTARIAN,1726
2018,NJ02,SETH GROSSMAN,REPUBLICAN,116866
2018,NJ02,STEVEN FENICHEL,TIME FOR TRUTH,1154
2018,NJ02,WILLIAM R BENFER,OTHER,868
2018,NJ03,ANDY KIM,DEMOCRAT,153473
2018,NJ03,LAWRENCE BERLINSKI,CONSTITUTION,3902
2018,NJ03,TOM MACARTHUR,REPUBLICAN,149500
2018,NJ04,ALLEN YUSUFOV,TIME FOR CHANGE,371
2018,NJ04,BRIAN J REYNOLDS,CHECK THIS COLUMN,851
2018,NJ04,CHRISTOPHER H SMITH,REPUBLICAN,163065
2018,NJ04,EDWARD C STACKHOUSE JR,ED THE BARBER,1064
2018,NJ04,FELICIA STOLER,THE INCLUSION CANDIDATE,844
2018,NJ04,JOSHUA WELLE,DEMOCRAT,126766
2018,NJ04,MICHAEL RUFO,LIBERTARIAN,1387
2018,NJ05,JAMES TOSONE,LIBERTARIAN,2115
2018,NJ05,JOHN J MCCANN JR,REPUBLICAN,128255
2018,NJ05,JOSH GOTTHEIMER,DEMOCRAT,169546
2018,NJ05,WENDY W GOETZ,"TRADE, HEALTH, ENVIRONMENT",1907
2018,NJ06,FRANK PALLONE JR,DEMOCRAT,140752
2018,NJ06,RICHARD J PEZZULLO,REPUBLICAN,80443
2018,NJ07,DIANE MOXLEY,GREEN,2676
2018,NJ07,GREGG MELE,"FREEDOM, RESPONSIBILITY, ACTION",2296
2018,NJ07,LEONARD LANCE,REPUBLICAN,150785
2018,NJ07,TOM MALINOWSKI,DEMOCRAT,166985
2018,NJ08,ALBIO SIRES,DEMOCRAT,119881
2018,NJ08,DAN DELANEY,LIBERTARIAN,1191
2018,NJ08,JOHN R MUNIZ,REPUBLICAN,28725
2018,NJ08,MAHMOUD MAHMOUD,NEW WAY FORWARD,3658
2018,NJ09,BILL PASCRELL JR,DEMOCRAT,140832
2018,NJ09,CLAUDIO BELUSIC,LIBERTARIAN,1730
2018,NJ09,ERIC P FISHER,REPUBLICAN,57854
2018,NJ10,AGHA KHAN,REPUBLICAN,20191
2018,NJ10,CYNTHIA JOHNSON,C4C 2018,2070
2018,NJ10,DONALD M PAYNE JR,DEMOCRAT,175253
2018,NJ10,JOANNE MILLER,NEVER GIVE UP,2038
2018,NJ10,SCOTT DIROMA,LIBERTARIAN,607
2018,NJ11,JAY WEBBER,REPUBLICAN,136322
2018,NJ11,MIKIE SHERRILL,DEMOCRAT,183684
2018,NJ11,ROBERT F CROOK,"HONESTY, INTEGRITY, COMPASSION",2182
2018,NJ11,RYAN MARTINEZ,LIBERTARIAN,1386
2018,NJ12,BONNIE WATSON COLEMAN,DEMOCRAT,173334
2018,NJ12,DARYL KIPNIS,REPUBLICAN,79041
2018,NM01,DEBRA A HAALAND,DEMOCRAT,147336
2018,NM01,JANICE E ARNOLD-JONES,REPUBLICAN,90507
2018,NM01,LLOYD J PRINCETON,LIBERTARIAN,11319
2018,NM02,XOCHITL TORRES SMALL,DEMOCRAT,101489
2018,NM02,YVETTE HERRELL,REPUBLICAN,97767
2018,NM03,BEN R LUJAN,DEMOCRAT,155201
2018,NM03,CHRISTOPHER MANNING,LIBERTARIAN,13265
2018,NM03,JERALD STEVE MCFALL,REPUBLICAN,76427
2018,NY01,KATE M BROWNING,WOMEN'S EQUALITY,2988
2018,NY01,LEE M ZELDIN,CONSERVATIVE,14284
2018,NY01,LEE M ZELDIN,INDEPENDENCE,2693
2018,NY01,LEE M ZELDIN,REFORM,488
2018,NY01,LEE M ZELDIN,REPUBLICAN,121562
2018,NY01,PERRY GERSHON,DEMOCRAT,124213
2018,NY01,PERRY GERSHON,WORKING FAMILIES,3778
2018,NY01,WRITEIN,,47
2018,NY02,LIUBA GRECHEN SHIRLEY,DEMOCRAT,108803
2018,NY02,LIUBA GRECHEN SHIRLEY,WOMEN'S EQUALITY,1472
2018,NY02,LIUBA GRECHEN SHIRLEY,WORKING FAMILIES,2799
2018,NY02,PETER T KING,CONSERVATIVE,12504
2018,NY02,PETER T KING,INDEPENDENCE,2535
2018,NY02,PETER T KING,REFORM,474
2018,NY02,PETER T KING,REPUBLICAN,112565
2018,NY02,PETER T KING,TAX REVOLT,0
2018,NY02,WRITEIN,,65
2018,NY03,DAN P DEBONO,CONSERVATIVE,10798
2018,NY03,DAN P DEBONO,REPUBLICAN,98716
2018,NY03,THOMAS R SUOZZI,DEMOCRAT,149937
2018,NY03,THOMAS R SUOZZI,INDEPENDENCE,2962
2018,NY03,THOMAS R SUOZZI,REFORM,343
2018,NY03,THOMAS R SUOZZI,WOMEN'S EQUALITY,1376
2018,NY03,THOMAS R SUOZZI,WORKING FAMILIES,2838
2018,NY03,WRITEIN,,92
2018,NY04,AMEER N BENNO,CONSERVATIVE,9709
2018,NY04,AMEER N BENNO,REFORM,556
2018,NY04,AMEER N BENNO,REPUBLICAN,90306
2018,NY04,KATHLEEN M RICE,DEMOCRAT,156728
2018,NY04,KATHLEEN M RICE,WOMEN'S EQUALITY,2807
2018,NY04,WRITEIN,,100
2018,NY05,GREGORY W MEEKS,DEMOCRAT,160500
2018,NY05,WRITEIN,,971
2018,NY06,GRACE MENG,DEMOCRAT,104293
2018,NY06,GRACE MENG,REFORM,924
2018,NY06,GRACE MENG,WORKING FAMILIES,6429
2018,NY06,THOMAS J HILLGARDNER,GREEN,11209
2018,NY06,WRITEIN,,566
2018,NY07,JEFFREY M KURZON,REFORM,1740
2018,NY07,JOSEPH LIEBERMAN,CONSERVATIVE,8670
2018,NY07,NYDIA M VELAZQUEZ,DEMOCRAT,134125
2018,NY07,NYDIA M VELAZQUEZ,WORKING FAMILIES,12562
2018,NY07,WRITEIN,,205
2018,NY08,ERNEST C JOHNSON,CONSERVATIVE,9997
2018,NY08,HAKEEM S JEFFRIES,DEMOCRAT,170850
2018,NY08,HAKEEM S JEFFRIES,WORKING FAMILIES,9526
2018,NY08,JESSICA L WHITE,REFORM,1031
2018,NY08,WRITEIN,,163
2018,NY09,JOEL ANABILAH-AZUMAH,REFORM,779
2018,NY09,LUTCHI GAYOT,CONSERVATIVE,2199
2018,NY09,LUTCHI GAYOT,REPUBLICAN,18702
2018,NY09,WRITEIN,,288
2018,NY09,YVETTE D CLARKE,DEMOCRAT,167269
2018,NY09,YVETTE D CLARKE,WORKING FAMILIES,14186
2018,NY10,JERROLD L NADLER,DEMOCRAT,162131
2018,NY10,JERROLD L NADLER,WORKING FAMILIES,10964
2018,NY10,NAOMI LEVIN,CONSERVATIVE,3259
2018,NY10,NAOMI LEVIN,REFORM,668
2018,NY10,NAOMI LEVIN,REPUBLICAN,33692
2018,NY10,WRITEIN,,244
2018,NY11,DAN DONOVAN,CONSERVATIVE,7352
2018,NY11,DAN DONOVAN,INDEPENDENCE,1302
2018,NY11,DAN DONOVAN,REFORM,347
2018,NY11,DAN DONOVAN,REPUBLICAN,80440
2018,NY11,HENRY J BARDEL,GREEN,774
2018,NY11,MAX N ROSE,DEMOCRAT,96850
2018,NY11,MAX N ROSE,WOMEN'S EQUALITY,1079
2018,NY11,MAX N ROSE,WORKING FAMILIES,3894
2018,NY11,WRITEIN,,135
2018,NY12,CAROLYN B MALONEY,DEMOCRAT,205858
2018,NY12,CAROLYN B MALONEY,REFORM,600
2018,NY12,CAROLYN B MALONEY,WORKING FAMILIES,10972
2018,NY12,ELIOT RABIN,REPUBLICAN,30446
2018,NY12,SCOTT HUTCHINS,GREEN,3728
2018,NY12,WRITEIN,,273
2018,NY13,ADRIANO ESPAILLAT,DEMOCRAT,171341
2018,NY13,ADRIANO ESPAILLAT,WORKING FAMILIES,8694
2018,NY13,JINEEA BUTLER,REFORM,733
2018,NY13,JINEEA BUTLER,REPUBLICAN,9535
2018,NY13,WRITEIN,,385
2018,NY14,ALEXANDRIA OCASIO-CORTEZ,DEMOCRAT,110318
2018,NY14,ANTHONY PAPPAS,REPUBLICAN,19202
2018,NY14,ELIZABETH PERRI,CONSERVATIVE,2254
2018,NY14,JOSEPH CROWLEY,WOMEN'S EQUALITY,1273
2018,NY14,JOSEPH CROWLEY,WORKING FAMILIES,8075
2018,NY14,WRITEIN,,82
2018,NY15,JASON D GONZALEZ,CONSERVATIVE,639
2018,NY15,JASON D GONZALEZ,REPUBLICAN,4566
2018,NY15,JOSE E SERRANO,DEMOCRAT,122007
2018,NY15,JOSE E SERRANO,WORKING FAMILIES,2462
2018,NY15,WRITEIN,,77
2018,NY16,ELIOT L ENGEL,DEMOCRAT,172815
2018,NY16,ELIOT L ENGEL,WOMEN'S EQUALITY,2474
2018,NY16,ELIOT L ENGEL,WORKING FAMILIES,6755
2018,NY16,WRITEIN,,1312
2018,NY17,JOSEPH J CIARDULLO,REFORM,23150
2018,NY17,NITA M LOWEY,DEMOCRAT,159923
2018,NY17,NITA M LOWEY,WOMEN'S EQUALITY,2909
2018,NY17,NITA M LOWEY,WORKING FAMILIES,7336
2018,NY17,WRITEIN,,523
2018,NY18,JAMES O'DONNELL,CONSERVATIVE,14484
2018,NY18,JAMES O'DONNELL,REFORM,1206
2018,NY18,JAMES O'DONNELL,REPUBLICAN,96345
2018,NY18,SEAN PATRICK MALONEY,DEMOCRAT,126368
2018,NY18,SEAN PATRICK MALONEY,INDEPENDENCE,7726
2018,NY18,SEAN PATRICK MALONEY,WOMEN'S EQUALITY,1541
2018,NY18,SEAN PATRICK MALONEY,WORKING FAMILIES,3929
2018,NY18,WRITEIN,,91
2018,NY19,ANTONIO DELGADO,DEMOCRAT,135582
2018,NY19,ANTONIO DELGADO,WOMEN'S EQUALITY,3054
2018,NY19,ANTONIO DELGADO,WORKING FAMILIES,9237
2018,NY19,DIANE NEAL,INDEPENDENT,2835
2018,NY19,JOHN J FASO,CONSERVATIVE,16906
2018,NY19,JOHN J FASO,INDEPENDENCE,3009
2018,NY19,JOHN J FASO,REFORM,654
2018,NY19,JOHN J FASO,REPUBLICAN,112304
2018,NY19,STEVEN GREENFIELD,GREEN,4313
2018,NY19,WRITEIN,,92
2018,NY20,JOE VITOLLO,REPUBLICAN,89058
2018,NY20,PAUL D TONKO,DEMOCRAT,161330
2018,NY20,PAUL D TONKO,REFORM,1640
2018,NY20,PAUL D TONKO,WOMEN'S EQUALITY,3712
2018,NY20,PAUL D TONKO,WORKING FAMILIES,10129
2018,NY20,WRITEIN,,145
2018,NY21,ELISE M STEFANIK,CONSERVATIVE,11398
2018,NY21,ELISE M STEFANIK,INDEPENDENCE,3369
2018,NY21,ELISE M STEFANIK,REFORM,781
2018,NY21,ELISE M STEFANIK,REPUBLICAN,116433
2018,NY21,LYNN KAHN,GREEN,3437
2018,NY21,TEDRA L COBB,DEMOCRAT,93394
2018,NY21,TEDRA L COBB,WOMEN'S EQUALITY,1972
2018,NY21,TEDRA L COBB,WORKING FAMILIES,4425
2018,NY21,WRITEIN,,58
2018,NY22,ANTHONY J BRINDISI,DEMOCRAT,116001
2018,NY22,ANTHONY J BRINDISI,INDEPENDENCE,5673
2018,NY22,ANTHONY J BRINDISI,WOMEN'S EQUALITY,1390
2018,NY22,ANTHONY J BRINDISI,WORKING FAMILIES,4651
2018,NY22,CLAUDIA TENNEY,CONSERVATIVE,12061
2018,NY22,CLAUDIA TENNEY,REFORM,1056
2018,NY22,CLAUDIA TENNEY,REPUBLICAN,110125
2018,NY22,WRITEIN,,255
2018,NY23,THOMAS W REED II,CONSERVATIVE,12274
2018,NY23,THOMAS W REED II,INDEPENDENCE,3327
2018,NY23,THOMAS W REED II,REPUBLICAN,114722
2018,NY23,TRACY MITRANO,DEMOCRAT,100914
2018,NY23,TRACY MITRANO,WOMEN'S EQUALITY,2554
2018,NY23,TRACY MITRANO,WORKING FAMILIES,6464
2018,NY23,WRITEIN,,119
2018,NY24,DANA BALTER,DEMOCRAT,115902
2018,NY24,DANA BALTER,WOMEN'S EQUALITY,2540
2018,NY24,DANA BALTER,WORKING FAMILIES,4784
2018,NY24,JOHN M KATKO,CONSERVATIVE,16972
2018,NY24,JOHN M KATKO,INDEPENDENCE,5454
2018,NY24,JOHN M KATKO,REFORM,956
2018,NY24,JOHN M KATKO,REPUBLICAN,113538
2018,NY24,WRITEIN,,331
2018,NY25,JIM MAXWELL,CONSERVATIVE,17781
2018,NY25,JIM MAXWELL,REFORM,1613
2018,NY25,JIM MAXWELL,REPUBLICAN,91342
2018,NY25,JOSEPH D MORELLE,DEMOCRAT,147979
2018,NY25,JOSEPH D MORELLE,INDEPENDENCE,4585
2018,NY25,JOSEPH D MORELLE,WOMEN'S EQUALITY,2105
2018,NY25,JOSEPH D MORELLE,WORKING FAMILIES,4575
2018,NY25,WRITEIN,,140
2018,NY26,BRIAN HIGGINS,DEMOCRAT,156968
2018,NY26,BRIAN HIGGINS,WOMEN'S EQUALITY,3269
2018,NY26,BRIAN HIGGINS,WORKING FAMILIES,8929
2018,NY26,RENEE M ZENO,REPUBLICAN,61488
2018,NY26,WRITEIN,,9
2018,NY27,CHRIS COLLINS,CONSERVATIVE,23553
2018,NY27,CHRIS COLLINS,INDEPENDENCE,2087
2018,NY27,CHRIS COLLINS,REPUBLICAN,114506
2018,NY27,LARRY PIEGZA,REFORM,5973
2018,NY27,NATHAN D MCMURRAY,DEMOCRAT,128167
2018,NY27,NATHAN D MCMURRAY,WOMEN'S EQUALITY,2802
2018,NY27,NATHAN D MCMURRAY,WORKING FAMILIES,8090
2018,NY27,WRITEIN,,122
2018,NC01,G K BUTTERFIELD,DEMOCRAT,190457
2018,NC01,ROGER W ALLISON,REPUBLICAN,82218
2018,NC02,GEORGE HOLDING,REPUBLICAN,170072
2018,NC02,JEFF MATEMU,LIBERTARIAN,9655
2018,NC02,LINDA COLEMAN,DEMOCRAT,151977
2018,NC03,WALTER B JONES,REPUBLICAN,187901
2018,NC04,BARBARA HOWE,LIBERTARIAN,12284
2018,NC04,DAVID PRICE,DEMOCRAT,247067
2018,NC04,"STEVE A ""VON"" LOOR",REPUBLICAN,82052
2018,NC05,DD ADAMS,DEMOCRAT,120468
2018,NC05,VIRGINIA FOXX,REPUBLICAN,159917
2018,NC06,B MARK WALKER,REPUBLICAN,160709
2018,NC06,RYAN WATTS,DEMOCRAT,123651
2018,NC07,DAVID ROUZER,REPUBLICAN,156809
2018,NC07,DAVID W FALLIN,CONSTITUTION,4665
2018,NC07,KYLE HORTON,DEMOCRAT,120838
2018,NC08,FRANK MCNEILL,DEMOCRAT,114119
2018,NC08,RICHARD HUDSON,REPUBLICAN,141402
2018,NC09,DAN MCCREADY,DEMOCRAT,138341
2018,NC09,JEFF SCOTT,LIBERTARIAN,5130
2018,NC09,MARK HARRIS,REPUBLICAN,139246
2018,NC10,DAVID WILSON BROWN,DEMOCRAT,113259
2018,NC10,PATRICK MCHENRY,REPUBLICAN,164969
2018,NC11,CLIFTON B INGRAM JR,LIBERTARIAN,6146
2018,NC11,MARK MEADOWS,REPUBLICAN,178012
2018,NC11,PHILLIP G PRICE,DEMOCRAT,116508
2018,NC12,ALMA ADAMS,DEMOCRAT,203974
2018,NC12,PAUL WRIGHT,REPUBLICAN,75164
2018,NC13,KATHY MANNING,DEMOCRAT,130402
2018,NC13,ROBERT CORRIHER,GREEN,2831
2018,NC13,TED BUDD,REPUBLICAN,147570
2018,NC13,TOM BAILEY,LIBERTARIAN,5513
